listing_id,lat,lon,enjoyability,consistency,popularity,happiness,walkability,transit
19727919,42.38138,-71.02311999999999,0.9,0.2017008028356218,0.7865497076023392,,0.2051091805085648,0.005366726296958855
20055667,42.37993,-71.04061999999999,0.95,0.23283755739211515,0.10818713450292397,,0.23414122660735212,0.004467134652201659
20137158,42.36803,-71.03995,0.825,0.2232756235441181,0.20760233918128654,,0.12053196520818685,0.011498028909329829
20268369,42.37822,-71.03923,0.975,0.2168023283748257,0.043859649122807015,,0.15841938777794504,0.012089810017271158
20479416,42.38138,-71.02311999999999,0.9,0.17964167251820673,0.4064327485380117,,0.14136366769352957,0.007045354469396741
20663729,42.37948,-71.02785,0.9,0.2615153886451999,0.2134502923976608,,0.4098779308420117,0.005745292052345995
21134436,42.38075,-71.0277,0.925,0.2626572287167621,0.195906432748538,,0.1947448524913592,0.007218683651804671
21771037,42.37008,-71.03322,0.825,0.22649580429537716,0.5058479532163743,,0.22193279826622356,0.005564964916525526
22041148,42.37245,-71.03996,0.975,0.247708598622444,0.17251461988304093,,0.2636853300468219,0.004928131416837783
22099733,42.378440000000005,-71.03155,0.95,0.1826277930458353,0.9064327485380117,,0.17609757719881006,0.003519718422526198
22291813,42.38045,-71.02122,0.8,0.21036430676036943,0.6198830409356725,,0.1243632765457776,0.005724615848147032
22327139,42.37977,-71.03145,0.975,0.200225866480498,0.8508771929824561,,0.19902321784308152,0.0027122321670735015
22327141,42.3799,-71.02943,0.975,0.21119772322452338,0.8713450292397661,,0.10773049977584082,0.0027684563758389263
22327142,42.3803,-71.03001,0.95,0.21011679401965486,0.7807017543859649,,0.21097806956350676,0.004232220075443923
22940115,42.382529999999996,-71.03645999999999,0.95,0.2740702235106703,0.43859649122807015,,0.32086250753443263,0.006235741444866921
23004674,42.369479999999996,-71.03811,0.875,0.23921175441521916,0.18128654970760233,,0.12391060523259737,0.013171225937183385
23258400,42.3897,-71.00355,1.0,0.6937674507994422,0.0,,0.0,0.0
23801768,42.36677,-71.04002,1.0,0.0,0.0,,0.0,0.0
24809947,42.38066,-71.03196,0.825,0.22115503797627734,0.13450292397660818,,0.2291688332877706,0.0037476577139287947
24944930,42.38136,-71.0231,0.9,0.21683248868018737,0.6637426900584795,,0.2375755616034791,0.006306306306306306
25326962,42.367909999999995,-71.03804000000001,0.825,0.22076131603798554,0.4239766081871345,,0.3161203854426217,0.007981135497914021
25328440,42.36927,-71.038,0.85,0.2166113131075351,0.41812865497076024,,0.43055212881820404,0.012016522718738265
25933888,42.37999,-71.0357,0.975,0.2243903406595144,0.19883040935672514,,0.17458093932894972,0.0049486105824134
26102579,42.36803,-71.03993,0.85,0.2069513981616964,0.017543859649122806,,0.3500947539062221,0.003816793893129771
26104302,42.36762,-71.04014000000001,1.0,0.0,0.0,,0.0,0.0
26104687,42.36611,-71.04082,0.925,0.1637273719633674,0.017543859649122806,,0.32184149306466736,0.017543859649122806
26105250,42.36698,-71.04061,0.925,0.35496094241658055,0.017543859649122806,,0.30372458782592776,0.009933774834437087
26105589,42.36773,-71.04123,0.75,0.26589325206850867,0.0029239766081871343,,0.0,0.0
26108847,42.36741,-71.04162,0.75,0.26283700779185915,0.008771929824561403,,0.8117241196763734,0.017699115044247787
26109078,42.36631,-71.04109,0.9,0.3594143269339841,0.011695906432748537,,0.6528457332628483,0.0071174377224199285
26109200,42.36833,-71.04153000000001,0.75,0.20018400012054388,0.008771929824561403,,0.0,0.026737967914438502
26132566,42.367909999999995,-71.04008,1.0,0.0977998168527848,0.0,,0.0,0.0
26360101,42.389309999999995,-70.99595,0.95,0.25489077267257043,0.15789473684210525,,0.17571805655829537,0.007982120051085569
26429376,42.37408,-71.0339,0.925,0.18041861705270396,0.17543859649122806,,0.5282581574647812,0.008376963350785341
26828892,42.381370000000004,-71.02311,0.9,0.14729226243485416,0.5701754385964912,,0.23535278529788792,0.004447485460143688
27203329,42.36908,-71.03936999999999,0.825,0.19895164355737877,0.26900584795321636,,0.15942901307664575,0.00608342989571263
27501160,42.372240000000005,-71.04042,0.95,0.3343028842335131,0.21052631578947367,,0.4788245378058346,0.009135399673735726
28494167,42.37202,-71.03922,0.9,0.2497131353097759,0.24561403508771928,,0.27188711418963407,0.007275666936135812
28808333,42.3751,-71.03429,0.925,0.21931187378302283,0.16666666666666666,,0.25338349592107784,0.009076558800315706
28863227,42.37381,-71.03253000000001,0.75,0.161454007994037,0.3362573099415205,,0.2830285179432148,0.00565698122910774
28868366,42.37507,-71.03273,0.725,0.15954842570754052,0.4269005847953216,,0.21674108110451368,0.007325141776937618
28888004,42.38261,-71.02043,0.95,0.2217286357003819,0.47076023391812866,,0.15635721071714428,0.00697350069735007
28915006,42.38886,-71.00431999999999,0.975,0.22856341126086094,0.038011695906432746,,0.4836106793853964,0.012302284710017574
28964603,42.37263,-71.03659,0.875,0.2704339578509594,0.30409356725146197,,0.2615105503162657,0.007127583749109052
28965215,42.372609999999995,-71.03772,0.85,0.08688465872189363,0.017543859649122806,,0.0,0.0
28965363,42.37203,-71.03792,0.875,0.17670648726809982,0.029239766081871343,,0.430632983678076,0.0
29134558,42.38216,-71.01999,0.95,0.19025567441481986,0.49707602339181284,,0.06345543100894513,0.004669664475959875
29161033,42.3822,-71.01998,0.925,0.18678422391338398,0.5029239766081871,,0.19890287436273435,0.0065054211843202665
29261726,42.37518,-71.03864,0.875,0.23702503167276479,0.26608187134502925,,0.32503481758834224,0.007795889440113395
29414748,42.3753,-71.0333,0.85,0.20977254672475754,0.2631578947368421,,0.3109316119438311,0.007156308851224105
29728508,42.36469,-71.04101999999999,0.75,0.3549229766491688,0.06432748538011696,,0.13866186776028752,0.006046863189720333
30349609,42.37942,-71.0375,0.9,0.23594205815734334,0.24561403508771928,,0.2823267543470833,0.004445964432284542
30772045,42.38086,-71.03154,0.775,0.1191336004309658,0.14619883040935672,,0.07228118638568179,0.0007880220646178094
31012973,42.38091,-71.03605,0.875,0.21546522150379152,0.11988304093567251,,0.413174889745181,0.009572072072072071
31013793,42.38023,-71.03408,0.7,0.27506198489845723,0.0935672514619883,,0.6209065112355274,0.004923076923076923
31037655,42.38094,-71.03503,0.725,0.21606720901282855,0.0935672514619883,,0.6029569467439946,0.009860312243221035
31654015,42.37966,-71.03065,0.775,0.18487499469841764,0.15789473684210525,,0.13518765736688312,0.002210759027266028
31676605,42.38131,-71.03220999999999,0.8,0.1036066809784189,0.14327485380116958,,0.6528457332628483,0.005338078291814947
31676758,42.37977,-71.0303,0.65,0.1812947125773628,0.20760233918128654,,0.17222085152728162,0.0022530980097634247
31759863,42.3729,-71.03481,0.925,0.1837473693156361,0.11695906432748537,,0.30728584764968236,0.005025125628140704
31761449,42.36705,-71.03734,1.0,0.27553217632563415,0.14912280701754385,,0.32706950463980655,0.009112519809825673
32012250,42.37058,-71.03263000000001,1.0,0.3881430231344897,0.0,,0.0,0.0
32342686,42.38925,-71.00069,1.0,0.17237217720303322,0.15789473684210525,,0.24478603837743476,0.006099885627144491
33446838,42.38973,-71.00288,1.0,0.0,0.0,,0.0,0.0
34125814,42.39095,-71.0002,1.0,0.215881982086971,0.0935672514619883,,0.18223475269555667,0.00728476821192053
34155448,42.37941,-71.03739,0.85,0.19338071662800213,0.21052631578947367,,0.1271013748592566,0.002771362586605081
34227954,42.37958,-71.03702,0.75,0.15665716630955145,0.1783625730994152,,0.2274639194629391,0.0049597024178549285
34228492,42.381029999999996,-71.03372,0.825,0.16761087032993713,0.10818713450292397,,0.0,0.003913894324853229
34228708,42.37905,-71.03645,0.825,0.18848180164021477,0.21929824561403508,,0.30216816607279345,0.004026354319180088
34229078,42.37964,-71.03448,0.775,0.2170759448387825,0.10526315789473684,,0.13235905558936534,0.0036075036075036075
34283601,42.36582,-71.03716999999999,0.85,0.22738457418272467,0.09941520467836257,,0.24394900405167602,0.0062056737588652485
34742835,42.377340000000004,-71.03185,0.95,0.2386002799235455,0.12280701754385964,,0.32955027134166537,0.0029940119760479044
35027638,42.37975,-71.03008,0.975,0.19952909063269045,0.11988304093567251,,0.16616816218012714,0.0030193236714975845
35124890,42.3701,-71.03581,0.925,0.15718683799317068,0.14619883040935672,,0.39366877907051584,0.006437768240343348
35236258,42.38179,-71.02949,0.775,0.1953813305429518,0.038011695906432746,,0.16321143331571208,0.0017793594306049821
35420961,42.38057,-71.02866999999999,0.85,0.19101526729059531,0.0847953216374269,,0.15938284191734176,0.0026064291920069507
35579707,42.36914,-71.03953,1.0,0.11308103823603242,0.005847953216374269,,0.0,0.008264462809917356
35617006,42.36826,-71.0396,0.925,0.23258018945302883,0.0847953216374269,,0.1991852888673837,0.014115092290988056
35689708,42.36753,-71.03282,0.9,0.3056244276649525,0.011695906432748537,,0.0,0.010256410256410256
35693019,42.368179999999995,-71.03728000000001,0.0,0.08863108402283623,0.0029239766081871343,,0.0,0.017241379310344827
35836205,42.3841,-71.01256,0.9,0.16896664786619517,0.07894736842105263,,0.3376373945647737,0.0049079754601227
35932377,42.37037,-71.0398,0.925,0.2545017961282695,0.19005847953216373,,0.11674776265179913,0.008909630886720407
36143286,42.38019,-71.0272,0.65,0.2796463513134316,0.05555555555555555,,0.3351698862001103,0.0048721071863581
36233245,42.38543,-71.00865,0.875,0.20052905995823012,0.08771929824561403,,0.3204360716975727,0.011353711790393014
36269383,42.388870000000004,-71.00674000000001,0.975,0.255603896337122,0.0847953216374269,,0.10046530725457851,0.002190580503833516
36630748,42.369209999999995,-71.01966999999999,0.8,0.21088085508881724,0.02631578947368421,,0.27462522611805446,0.008982035928143712
36733785,42.38021,-71.04057,1.0,0.16198094666242482,0.0,,0.0,0.0
36766327,42.36562,-71.03577,0.95,0.2772922172084447,0.10526315789473684,,0.36795058949227005,0.009742120343839542
37589402,42.367329999999995,-71.03103,0.95,0.23777580472333304,0.02631578947368421,,0.781745672074689,0.005681818181818182
38022947,42.38293,-71.01567,0.725,0.11647686521008746,0.023391812865497075,,0.34483017114071496,0.011278195488721804
38100230,42.36847,-71.03548,0.775,0.1789600815327,0.049707602339181284,,0.2839777879982359,0.0015479876160990713
38207179,42.38193,-71.03713,0.95,0.19472642105509833,0.05847953216374269,,0.2725849198318876,0.0029717682020802376
38217054,42.36416,-71.03123000000001,0.975,0.37041680632992247,0.04093567251461988,,0.12846614218967814,0.0056022408963585435
38647730,42.3878,-71.00412,0.9,0.3530626540459908,0.06432748538011696,,0.24330192446533205,0.007073386383731211
38689783,42.37757,-71.03484,0.95,0.26598875970215397,0.09064327485380116,,0.09054770535383039,0.004935834155972359
38919697,42.37102,-71.03516,1.0,0.2246339543337401,0.014619883040935672,,0.0,0.0
38947321,42.37988,-71.02709,0.5,0.5654051911801622,0.0,,0.0,0.0
39788966,42.38402,-71.01791999999999,0.925,0.19341660207939138,0.017543859649122806,,0.3853984265690344,0.004201680672268907
39885632,42.38057,-71.02713,0.325,0.11206229014381591,0.005847953216374269,,0.0,0.0
39901056,42.36627,-71.03789,1.0,0.05806864125634098,0.011695906432748537,,0.0,0.0
39901097,42.37941,-71.02821999999999,0.925,0.20350371373138737,0.08187134502923976,,0.12846614218967814,0.0056022408963585435
40406713,42.36678,-71.03783,0.95,0.30486036659579013,0.03216374269005848,,0.16556827711810504,0.0018050541516245488
40469593,42.37815,-71.03389,1.0,0.16075844895176503,0.02631578947368421,,0.0,0.0072992700729927005
40474148,42.36711,-71.03879,0.925,0.05577645804885383,0.03216374269005848,,0.5805368704014569,0.006329113924050633
40502847,42.37705,-71.03596,0.875,0.10735058021731457,0.02046783625730994,,0.0,0.01098901098901099
40898922,42.380520000000004,-71.03192,1.0,0.0,0.0,,0.0,0.0
40944781,42.36658,-71.03737,0.5,0.0,0.0,,0.0,0.0
40991291,42.379909999999995,-71.03189,1.0,0.24297141999363725,0.0029239766081871343,,0.0,0.008403361344537815
41360953,42.382940000000005,-71.0338,0.875,0.04660772521890526,0.008771929824561403,,0.0,0.0
41375631,42.38292,-71.03333,1.0,0.01833746565989715,0.0,,0.0,0.0
5506,42.329809999999995,-71.09559,0.875,0.2889015816229079,0.30701754385964913,,0.4167037321616854,0.00890423405415228
6695,42.32994,-71.09351,0.9,0.2983425934753701,0.3333333333333333,,0.27187315963190317,0.0074805928016937195
60029,42.32584,-71.08927,0.875,0.3126906378364968,0.4093567251461988,,0.21893543635627297,0.0036797613127797116
69369,42.32614,-71.0884,0.875,0.2827535329946919,0.347953216374269,,0.23168685406271836,0.0055569588279868656
163941,42.32965,-71.09503000000001,0.825,0.3010534658301389,0.6637426900584795,,0.3595613160518463,0.00728
169430,42.32158,-71.09047,0.8,0.2911021394242286,0.4327485380116959,,0.2092003070200564,0.00352477710968277
801680,42.328520000000005,-71.09539000000001,0.925,0.2737521659227503,0.1608187134502924,,0.34613141706954786,0.006918238993710692
801722,42.32819,-71.09405,0.875,0.27223212908674477,0.15497076023391812,,0.557298796961513,0.010364546104360257
1374434,42.32546,-71.08894000000001,0.9,0.3384790536389349,0.11403508771929824,,0.36299017710946496,0.0027397260273972603
1374466,42.32546,-71.08894000000001,0.925,0.3634517864784001,0.10818713450292397,,0.21966259961136209,0.007184399589462881
1403408,42.32546,-71.08894000000001,1.0,0.30935983733641303,0.049707602339181284,,0.24547232521881404,0.0026761819803746653
1596664,42.3256,-71.09413,0.9,0.329430962030433,0.05263157894736842,,0.69161037152445,0.002827521206409048
1682936,42.32371,-71.09458000000001,0.925,0.28030526636390185,0.6345029239766082,,0.40797972177045333,0.007954837054144213
2892825,42.310179999999995,-71.08543,0.55,0.20389515388504686,0.038011695906432746,,0.09873501132769665,0.0032292787944025836
3343428,42.32953,-71.09275,0.975,0.23767873945446094,0.6783625730994152,,0.26482905757905706,0.003073484213467449
3441982,42.31943,-71.09432,0.95,0.21462544267101846,0.3216374269005848,,0.29677549279593773,0.0048532470533857175
3602379,42.32909,-71.09456999999999,0.875,0.30274867025503427,0.7397660818713451,,0.2726954272318195,0.006824324324324324
3656168,42.316759999999995,-71.08,0.675,0.6937674507994422,0.014619883040935672,,0.18719352147638815,0.006122448979591836
4263736,42.32943,-71.09308,0.975,0.27304408002348995,0.9093567251461988,,0.16401162780333023,0.0025956047759127876
4460532,42.32821,-71.09265,0.975,0.2725712131311438,0.6608187134502924,,0.280278495488127,0.0036989385654551303
4555637,42.329609999999995,-71.09340999999999,0.95,0.273332482323299,0.7514619883040936,,0.22129838004629301,0.002631963737388507
4560053,42.32405,-71.09069000000001,0.85,0.21855619582903935,0.2543859649122807,,0.09670514024610458,0.0015814443858724301
4568116,42.32953,-71.09199,0.95,0.25713644781497813,1,,0.23062704256001415,0.004411116012351125
4593974,42.316759999999995,-71.08,0.925,0.4466482707160663,0.017543859649122806,,0.30935860210263133,0.003372681281618887
4593985,42.316759999999995,-71.08,0.5,0.44315542011418113,0.0,,0.0,0.0
4624582,42.316759999999995,-71.08,0.75,0.5019881224396845,0.008771929824561403,,0.0,0.002890173410404624
5088560,42.34002,-71.08161,1.0,0.3072383993616101,0.2573099415204678,,0.18212275667678662,0.0032619486597645726
5358934,42.31681,-71.08001,1.0,0.45079603080580494,0.014619883040935672,,0.0,0.0
5495267,42.316759999999995,-71.08,1.0,0.3713336796129173,0.0029239766081871343,,0.0,0.005952380952380952
5526514,42.32827,-71.09443,0.9,0.28129972936473374,0.3538011695906433,,0.3354856461372343,0.0071487946799667496
5726867,42.312059999999995,-71.0883,0.75,0.26589325206850867,0.02046783625730994,,0.2822302323797852,0.009230769230769232
6080461,42.33032,-71.09406,0.825,0.2573097575043015,0.2719298245614035,,0.42331107236948595,0.005829487490891426
6576530,42.31134,-71.08513,0.525,0.22738457418272467,0.04093567251461988,,0.15966027071093156,0.0
6800522,42.316759999999995,-71.08,0.95,0.5754074451764697,0.029239766081871343,,0.0,0.006376195536663124
6819620,42.316759999999995,-71.08,0.8,0.4553803972207792,0.011695906432748537,,0.0,0.0
7093184,42.316759999999995,-71.08,0.85,0.45974646047313567,0.017543859649122806,,0.20752222969101855,0.011312217194570135
7161203,42.316759999999995,-71.08,0.925,0.6805237256006276,0.014619883040935672,,0.15262034196910182,0.014975041597337771
7281884,42.31289,-71.08315999999999,0.825,0.30959754522459687,0.31871345029239767,,0.026525397780055,0.0037593984962406013
8014642,42.325540000000004,-71.09756999999999,0.25,0.26742137420683343,0.0029239766081871343,,0.0,0.0
8081699,42.32342,-71.07822,0.9,0.22578004593748366,0.043859649122807015,,0.18530267782511148,0.00404040404040404
8402408,42.336909999999996,-71.07748000000001,0.925,0.2840118935558534,1,,0.19539371834246105,0.003659602359624208
8734707,42.32974,-71.09185,0.95,0.3322609631492476,0.3567251461988304,,0.36822491177611477,0.004817342432757929
8735827,42.32945,-71.09309,0.9,0.3310826274127135,0.2807017543859649,,0.31898123250033683,0.0056027820710973725
9166393,42.32585,-71.09637,1.0,0.6173613438832041,0.0,,0.0,0.0
10190260,42.33423,-71.07898,0.675,0.06927487027072257,0.005847953216374269,,0.5627289909412895,0.0
10787333,42.32738,-71.09470999999999,0.95,0.344086973561655,0.15204678362573099,,0.4164262659962024,0.006053268765133172
11639480,42.30877,-71.08654,0.875,0.23885724500583982,0.03508771929824561,,0.14187908046934292,0.0030935808197989174
11656698,42.32333,-71.09584,0.875,0.22854069192719478,0.6432748538011696,,0.3657738441118382,0.0075664621676891615
12351909,42.32808,-71.0962,0.875,0.27237185321744806,0.5584795321637427,,0.4780891873894351,0.009431620749565649
12368082,42.31644,-71.09391,0.85,0.34955793914178945,0.043859649122807015,,0.5673700547841042,0.007216494845360825
13258244,42.31626,-71.09222,1.0,0.3680227483132137,0.03216374269005848,,0.10985009044722178,0.008383233532934131
13298137,42.316759999999995,-71.08,1.0,0.35299621395302017,0.0029239766081871343,,0.0,0.00909090909090909
13422887,42.316759999999995,-71.08,1.0,0.19254338942892008,0.0,,0.0,0.0
13796564,42.324040000000004,-71.08,0.75,0.2315105039562015,0.008771929824561403,,0.0,0.0
13959444,42.34019,-71.08245,1.0,0.2578412238781051,0.14912280701754385,,0.1050384489246266,0.002576581734898368
13978700,42.31077,-71.08627,0.5,0.11681644790749296,0.023391812865497075,,0.0,0.004424778761061947
14196181,42.336459999999995,-71.08363,0.85,0.19265828583029787,0.38596491228070173,,0.15691378629744757,0.0028511689792815056
14414473,42.330009999999994,-71.09194000000001,0.9,0.25637721875257724,0.2543859649122807,,0.44678434253984506,0.009011203117389186
14426987,42.32673,-71.09283,0.975,0.23629912432035785,0.29239766081871343,,0.2971446058665485,0.003644462441789836
15085512,42.32244,-71.0751,0.95,0.20432111127552072,0.11695906432748537,,0.059522923766015694,0.010382868267358857
15122796,42.32382,-71.07351,1.0,0.16509485592542622,0.15204678362573099,,0.0,0.0032502708559046588
15177273,42.31313,-71.09335,1.0,1.0,0.0029239766081871343,,0.0,0.004464285714285714
15232309,42.328070000000004,-71.09246999999999,0.975,0.20127551593363302,0.038011695906432746,,0.1947448524913592,0.006369426751592357
15344876,42.31628,-71.09564,1.0,0.25621514519245187,0.014619883040935672,,0.2930505607777322,0.006389776357827476
15453527,42.31313,-71.09335,1.0,0.34352185669540664,0.011695906432748537,,0.0,0.008264462809917356
15956789,42.32595,-71.09727,0.825,0.2574786574366944,0.4473684210526316,,0.3283704971005854,0.006205250596658711
16413314,42.32874,-71.09369000000001,0.975,0.32917987135815374,0.11695906432748537,,0.3751526606275264,0.00408997955010225
16545081,42.31341,-71.09356,1.0,0.5348427484136669,0.005847953216374269,,0.0,0.005291005291005291
16678094,42.322790000000005,-71.09233,0.975,0.24234885171506046,0.15497076023391812,,0.33199264667218786,0.0025853154084798345
16971718,42.324020000000004,-71.09334,1.0,0.2426949026543213,0.30409356725146197,,0.305342295350966,0.004993342210386152
17210305,42.31313,-71.09335,1.0,0.6550550232952149,0.005847953216374269,,0.39366877907051584,0.004291845493562232
17430142,42.31341,-71.09358,1.0,0.4370429315608821,0.0029239766081871343,,0.0,0.0
17892769,42.32431,-71.09631,0.75,0.2720272634688264,0.41228070175438597,,0.3000975806426638,0.006052674627842303
17942707,42.3274,-71.09656,0.85,0.25245201448446847,0.28362573099415206,,0.4294010037507785,0.012223667100130039
17956766,42.31451,-71.08396,0.9,0.19069423322792206,0.34502923976608185,,0.07005460197817988,0.003309572301425662
18220200,42.31337,-71.09339,1.0,0.23227456502536392,0.0,,0.0,0.0
18756360,42.330090000000006,-71.09308,0.85,0.19527100528872557,0.5409356725146199,,0.3500947539062221,0.006018790369935408
18777049,42.32942,-71.09461999999999,0.825,0.1828790494189743,0.5380116959064327,,0.28256834835217237,0.009926407667294199
18789766,42.33017,-71.09331999999999,0.75,0.19606810910563996,0.39766081871345027,,0.2521397128073871,0.006675829569998037
18886077,42.316320000000005,-71.09562,0.925,0.1637273719633674,0.017543859649122806,,0.3870245802676379,0.008438818565400843
18898296,42.32947,-71.09340999999999,0.775,0.1871323339882947,0.3538011695906433,,0.23471040307940172,0.009467758444216991
18899037,42.33148,-71.09314,0.775,0.20769986614781466,0.4269005847953216,,0.10376111484550928,0.0058446455505279035
19182289,42.31343,-71.0935,1.0,0.7610048248857317,0.0029239766081871343,,0.3903184064826817,0.00425531914893617
19351506,42.33017,-71.06987,0.6,0.18031841232232199,0.10818713450292397,,0.2542027497185132,0.0023094688221709007
19670771,42.311859999999996,-71.08685,0.825,0.1846513156006099,0.9210526315789473,,0.05473774754168895,0.003154305200341006
19969497,42.32962,-71.09365,0.95,0.21327395202242017,0.30701754385964913,,0.2360999369972463,0.00429000429000429
20445979,42.32652,-71.0799,1.0,0.3224337711865249,0.008771929824561403,,0.0,0.00823045267489712
20504207,42.33162,-71.08326,0.825,0.2066503695900866,0.5526315789473685,,0.29384855205327626,0.005125740829729297
20687802,42.3273,-71.07918000000001,0.875,0.38508677885784015,0.02046783625730994,,0.0,0.0030864197530864196
20693094,42.3161,-71.08013000000001,1.0,0.2826007207808594,0.04093567251461988,,0.0,0.0
20788754,42.31446,-71.08193,0.875,0.19157094806816796,0.06140350877192982,,0.12739559100476416,0.011111111111111112
20818827,42.336240000000004,-71.07963000000001,0.725,0.1663018437432052,0.16666666666666666,,0.09549695525604392,0.0015616866215512754
